# co2c0000340.rd
# 120 trials, 64 chans, 416 samples 368 post_stim samples
# 3.906000 msecs uV
# S2 nomatch, trial 1
# FP1 chan 0
1 FP1 0 -3.967
1 FP1 1 -0.061
1 FP1 2 2.869
1 FP1 3 2.869
1 FP1 4 0.427
1 FP1 5 -2.991
1 FP1 6 -4.944
1 FP1 7 -5.432
1 FP1 8 -3.479
1 FP1 9 -0.061
1 FP1 10 1.892
1 FP1 11 2.869
1 FP1 12 1.892
1 FP1 13 -0.061
1 FP1 14 -2.014
1 FP1 15 -3.479
1 FP1 16 -3.479
1 FP1 17 -0.549
1 FP1 18 3.357
1 FP1 19 7.263
1 FP1 20 9.705
1 FP1 21 9.216
1 FP1 22 6.287
1 FP1 23 0.916
1 FP1 24 -4.456
1 FP1 25 -8.850
1 FP1 26 -11.292
1 FP1 27 -10.315
1 FP1 28 -7.874
1 FP1 29 -5.432
1 FP1 30 -4.456
1 FP1 31 -5.432
1 FP1 32 -6.409
1 FP1 33 -5.432
1 FP1 34 -1.526
1 FP1 35 3.357
1 FP1 36 6.287
1 FP1 37 5.798
1 FP1 38 1.892
1 FP1 39 -4.456
1 FP1 40 -9.338
1 FP1 41 -11.780
1 FP1 42 -12.268
1 FP1 43 -11.780
1 FP1 44 -12.268
1 FP1 45 -13.245
1 FP1 46 -14.709
1 FP1 47 -14.709
1 FP1 48 -14.221
1 FP1 49 -13.245
1 FP1 50 -12.268
1 FP1 51 -11.292
1 FP1 52 -9.827
1 FP1 53 -7.874
1 FP1 54 -6.409
1 FP1 55 -5.920
1 FP1 56 -7.874
1 FP1 57 -10.803
1 FP1 58 -12.268
1 FP1 59 -12.756
1 FP1 60 -10.803
1 FP1 61 -7.874
1 FP1 62 -5.920
1 FP1 63 -4.944
1 FP1 64 -5.432
1 FP1 65 -5.432
1 FP1 66 -4.944
1 FP1 67 -4.944
1 FP1 68 -5.920
1 FP1 69 -7.385
1 FP1 70 -8.850
1 FP1 71 -7.874
1 FP1 72 -5.920
1 FP1 73 -3.967
1 FP1 74 -2.991
1 FP1 75 -4.456
1 FP1 76 -6.409
1 FP1 77 -7.874
1 FP1 78 -7.874
1 FP1 79 -6.409
1 FP1 80 -4.456
1 FP1 81 -1.526
1 FP1 82 0.916
1 FP1 83 2.869
1 FP1 84 2.869
1 FP1 85 0.427
1 FP1 86 -3.479
1 FP1 87 -6.409
1 FP1 88 -6.409
1 FP1 89 -3.967
1 FP1 90 -0.549
1 FP1 91 1.404
1 FP1 92 -1.038
1 FP1 93 -5.432
1 FP1 94 -9.827
1 FP1 95 -11.780
1 FP1 96 -10.315
1 FP1 97 -7.385
1 FP1 98 -4.944
1 FP1 99 -4.456
1 FP1 100 -6.409
1 FP1 101 -9.338
1 FP1 102 -12.756
1 FP1 103 -15.686
1 FP1 104 -17.151
1 FP1 105 -18.127
1 FP1 106 -18.616
1 FP1 107 -18.127
1 FP1 108 -17.151
1 FP1 109 -16.663
1 FP1 110 -16.663
1 FP1 111 -17.151
1 FP1 112 -17.151
1 FP1 113 -17.151
1 FP1 114 -16.174
1 FP1 115 -15.198
1 FP1 116 -15.198
1 FP1 117 -15.686
1 FP1 118 -16.174
1 FP1 119 -15.198
1 FP1 120 -12.756
1 FP1 121 -10.803
1 FP1 122 -11.292
1 FP1 123 -14.709
1 FP1 124 -20.569
1 FP1 125 -24.475
1 FP1 126 -24.963
1 FP1 127 -22.522
1 FP1 128 -19.592
1 FP1 129 -18.127
1 FP1 130 -19.592
1 FP1 131 -22.522
1 FP1 132 -24.475
1 FP1 133 -24.475
1 FP1 134 -22.522
1 FP1 135 -19.592
1 FP1 136 -17.151
1 FP1 137 -14.709
1 FP1 138 -13.245
1 FP1 139 -13.245
1 FP1 140 -15.198
1 FP1 141 -18.127
1 FP1 142 -21.057
1 FP1 143 -22.034
1 FP1 144 -20.569
1 FP1 145 -18.127
1 FP1 146 -15.686
1 FP1 147 -16.174
1 FP1 148 -18.616
1 FP1 149 -20.569
1 FP1 150 -21.545
1 FP1 151 -20.081
1 FP1 152 -17.151
1 FP1 153 -14.709
1 FP1 154 -13.733
1 FP1 155 -14.221
1 FP1 156 -15.686
1 FP1 157 -15.686
1 FP1 158 -14.221
1 FP1 159 -11.780
1 FP1 160 -8.850
1 FP1 161 -7.385
1 FP1 162 -7.874
1 FP1 163 -11.292
1 FP1 164 -15.686
1 FP1 165 -20.081
1 FP1 166 -23.499
1 FP1 167 -24.475
1 FP1 168 -23.987
1 FP1 169 -22.034
1 FP1 170 -19.592
1 FP1 171 -18.616
1 FP1 172 -18.616
1 FP1 173 -18.616
1 FP1 174 -18.127
1 FP1 175 -17.639
1 FP1 176 -17.151
1 FP1 177 -17.639
1 FP1 178 -18.127
1 FP1 179 -18.616
1 FP1 180 -17.151
1 FP1 181 -13.733
1 FP1 182 -9.827
1 FP1 183 -6.897
1 FP1 184 -5.432
1 FP1 185 -5.920
1 FP1 186 -6.897
1 FP1 187 -6.409
1 FP1 188 -5.920
1 FP1 189 -5.920
1 FP1 190 -6.897
1 FP1 191 -7.874
1 FP1 192 -8.362
1 FP1 193 -8.362
1 FP1 194 -7.385
1 FP1 195 -7.385
1 FP1 196 -8.850
1 FP1 197 -10.803
1 FP1 198 -12.756
1 FP1 199 -13.733
1 FP1 200 -14.709
1 FP1 201 -15.198
1 FP1 202 -16.174
1 FP1 203 -16.663
1 FP1 204 -15.686
1 FP1 205 -13.245
1 FP1 206 -10.315
1 FP1 207 -7.874
1 FP1 208 -7.385
1 FP1 209 -7.874
1 FP1 210 -10.315
1 FP1 211 -13.733
1 FP1 212 -17.151
1 FP1 213 -19.592
1 FP1 214 -19.592
1 FP1 215 -16.663
1 FP1 216 -11.780
1 FP1 217 -6.897
1 FP1 218 -4.456
1 FP1 219 -5.920
1 FP1 220 -10.803
1 FP1 221 -15.686
1 FP1 222 -19.104
1 FP1 223 -20.081
1 FP1 224 -19.104
1 FP1 225 -18.127
1 FP1 226 -18.616
1 FP1 227 -21.545
1 FP1 228 -26.428
1 FP1 229 -30.823
1 FP1 230 -33.264
1 FP1 231 -33.264
1 FP1 232 -30.823
1 FP1 233 -27.405
1 FP1 234 -25.452
1 FP1 235 -26.428
1 FP1 236 -29.846
1 FP1 237 -34.241
1 FP1 238 -37.659
1 FP1 239 -37.659
1 FP1 240 -34.729
1 FP1 241 -30.334
1 FP1 242 -25.940
1 FP1 243 -23.987
1 FP1 244 -23.987
