# co2a0000424.rd
# 120 trials, 64 chans, 416 samples 368 post_stim samples
# 3.906000 msecs uV
# S2 nomatch, trial 1
# FP1 chan 0
1 FP1 0 -2.818
1 FP1 1 -2.330
1 FP1 2 -2.818
1 FP1 3 -4.283
1 FP1 4 -5.747
1 FP1 5 -6.236
1 FP1 6 -6.724
1 FP1 7 -5.747
1 FP1 8 -4.771
1 FP1 9 -4.283
1 FP1 10 -3.794
1 FP1 11 -2.818
1 FP1 12 -1.353
1 FP1 13 -0.376
1 FP1 14 0.600
1 FP1 15 -0.376
1 FP1 16 -0.865
1 FP1 17 -1.841
1 FP1 18 -3.306
1 FP1 19 -4.283
1 FP1 20 -4.771
1 FP1 21 -5.259
1 FP1 22 -4.771
1 FP1 23 -3.794
1 FP1 24 -2.818
1 FP1 25 -1.841
1 FP1 26 -1.353
1 FP1 27 -1.353
1 FP1 28 -2.330
1 FP1 29 -2.818
1 FP1 30 -2.818
1 FP1 31 -1.353
1 FP1 32 1.088
1 FP1 33 4.018
1 FP1 34 6.948
1 FP1 35 8.413
1 FP1 36 8.413
1 FP1 37 7.436
1 FP1 38 6.460
1 FP1 39 5.483
1 FP1 40 4.506
1 FP1 41 3.530
1 FP1 42 3.042
1 FP1 43 3.530
1 FP1 44 4.506
1 FP1 45 4.995
1 FP1 46 4.506
1 FP1 47 3.042
1 FP1 48 2.065
1 FP1 49 1.088
1 FP1 50 1.088
1 FP1 51 2.065
1 FP1 52 2.065
1 FP1 53 0.600
1 FP1 54 -1.353
1 FP1 55 -3.306
1 FP1 56 -4.771
1 FP1 57 -5.259
1 FP1 58 -4.283
1 FP1 59 -2.818
1 FP1 60 -1.353
1 FP1 61 0.112
1 FP1 62 0.112
1 FP1 63 -0.865
1 FP1 64 -3.306
1 FP1 65 -6.236
1 FP1 66 -7.701
1 FP1 67 -7.701
1 FP1 68 -5.747
1 FP1 69 -3.794
1 FP1 70 -1.353
1 FP1 71 0.112
1 FP1 72 1.577
1 FP1 73 3.530
1 FP1 74 5.483
1 FP1 75 6.948
1 FP1 76 7.436
1 FP1 77 7.436
1 FP1 78 7.436
1 FP1 79 7.924
1 FP1 80 8.413
1 FP1 81 8.901
1 FP1 82 7.924
1 FP1 83 6.460
1 FP1 84 4.506
1 FP1 85 4.018
1 FP1 86 4.018
1 FP1 87 4.995
1 FP1 88 5.971
1 FP1 89 5.971
1 FP1 90 6.460
1 FP1 91 5.971
1 FP1 92 5.971
1 FP1 93 5.971
1 FP1 94 5.971
1 FP1 95 6.460
1 FP1 96 5.971
1 FP1 97 5.483
1 FP1 98 4.506
1 FP1 99 2.553
1 FP1 100 0.600
1 FP1 101 -0.865
1 FP1 102 -1.353
1 FP1 103 -0.376
1 FP1 104 1.577
1 FP1 105 3.530
1 FP1 106 4.995
1 FP1 107 4.506
1 FP1 108 3.530
1 FP1 109 1.577
1 FP1 110 0.112
1 FP1 111 -0.376
1 FP1 112 -0.865
1 FP1 113 -1.353
1 FP1 114 -1.841
1 FP1 115 -3.794
1 FP1 116 -6.236
1 FP1 117 -7.701
1 FP1 118 -8.189
1 FP1 119 -6.724
1 FP1 120 -3.794
1 FP1 121 -1.353
1 FP1 122 0.600
1 FP1 123 0.600
1 FP1 124 -0.376
1 FP1 125 -1.841
1 FP1 126 -2.818
1 FP1 127 -1.841
1 FP1 128 0.112
1 FP1 129 2.553
1 FP1 130 4.018
1 FP1 131 4.506
1 FP1 132 4.506
1 FP1 133 4.995
1 FP1 134 5.971
1 FP1 135 5.971
1 FP1 136 5.483
1 FP1 137 3.530
1 FP1 138 2.065
1 FP1 139 0.600
1 FP1 140 0.112
1 FP1 141 0.600
1 FP1 142 0.600
1 FP1 143 0.112
1 FP1 144 -0.376
1 FP1 145 0.600
1 FP1 146 3.042
1 FP1 147 5.483
1 FP1 148 7.436
1 FP1 149 7.436
1 FP1 150 5.971
1 FP1 151 3.530
1 FP1 152 2.065
1 FP1 153 1.577
1 FP1 154 2.065
1 FP1 155 4.506
1 FP1 156 6.948
1 FP1 157 10.854
1 FP1 158 14.760
1 FP1 159 18.178
1 FP1 160 21.596
1 FP1 161 24.038
1 FP1 162 25.991
1 FP1 163 28.432
1 FP1 164 31.362
1 FP1 165 34.780
1 FP1 166 38.198
1 FP1 167 41.128
1 FP1 168 43.569
1 FP1 169 45.034
1 FP1 170 46.010
1 FP1 171 46.987
1 FP1 172 46.499
1 FP1 173 46.499
1 FP1 174 45.034
1 FP1 175 43.081
1 FP1 176 40.639
1 FP1 177 37.710
1 FP1 178 34.292
1 FP1 179 30.385
1 FP1 180 26.479
1 FP1 181 23.061
1 FP1 182 20.131
1 FP1 183 18.667
1 FP1 184 18.667
1 FP1 185 19.155
1 FP1 186 19.643
1 FP1 187 17.690
1 FP1 188 14.760
1 FP1 189 11.831
1 FP1 190 9.878
1 FP1 191 8.901
1 FP1 192 9.389
1 FP1 193 9.878
1 FP1 194 9.878
1 FP1 195 9.389
1 FP1 196 9.389
1 FP1 197 9.878
1 FP1 198 10.366
1 FP1 199 9.878
1 FP1 200 8.413
1 FP1 201 5.483
1 FP1 202 3.042
1 FP1 203 2.553
1 FP1 204 3.042
1 FP1 205 4.995
1 FP1 206 7.924
1 FP1 207 9.878
1 FP1 208 9.878
1 FP1 209 7.436
1 FP1 210 4.018
1 FP1 211 0.600
1 FP1 212 -0.865
1 FP1 213 -0.865
1 FP1 214 0.600
1 FP1 215 3.042
1 FP1 216 4.018
1 FP1 217 3.042
1 FP1 218 0.112
1 FP1 219 -2.330
1 FP1 220 -4.283
1 FP1 221 -4.771
1 FP1 222 -3.794
1 FP1 223 -2.818
1 FP1 224 -1.841
1 FP1 225 -1.353
1 FP1 226 -0.865
1 FP1 227 0.112
1 FP1 228 1.577
1 FP1 229 2.065
1 FP1 230 1.088
1 FP1 231 -0.865
1 FP1 232 -3.306
1 FP1 233 -5.747
1 FP1 234 -7.212
1 FP1 235 -7.212
1 FP1 236 -7.212
1 FP1 237 -6.724
1 FP1 238 -6.724
1 FP1 239 -5.747
1 FP1 240 -4.771
1 FP1 241 -4.283
1 FP1 242 -4.771
1 FP1 243 -6.236
1 FP1 244 -8.189
1 FP1 245 -9.654
1 FP1 246 -9.654
1 FP1 247 -7.701
1 FP1 248 -5.259
1 FP1 249 -3.794
1 FP1 250 -3.306
1 FP1 251 -4.771
1 FP1 252 -6.724
1 FP1 253 -7.701
1 FP1 254 -8.189
1 FP1 255 -7.701
# FP2 chan 1
1 FP2 0 3.306
1 FP2 1 2.818
1 FP2 2 2.330
1 FP2 3 0.865
1 FP2 4 -0.600
1 FP2 5 -2.065
1 FP2 6 -4.018
1 FP2 7 -4.506
1 FP2 8 -3.530
1 FP2 9 -1.577
1 FP2 10 0.865
1 FP2 11 2.818
1 FP2 12 2.818
1 FP2 13 1.841
1 FP2 14 0.376
1 FP2 15 -0.600
1 FP2 16 0.376
1 FP2 17 1.841
1 FP2 18 3.794
1 FP2 19 3.794
1 FP2 20 2.330
1 FP2 21 -0.600
1 FP2 22 -2.065
1 FP2 23 -2.065
1 FP2 24 0.376
1 FP2 25 3.306
1 FP2 26 5.259
1 FP2 27 5.747
1 FP2 28 4.283
1 FP2 29 2.330
1 FP2 30 0.865
1 FP2 31 0.865
1 FP2 32 1.841
1 FP2 33 3.794
1 FP2 34 5.259
1 FP2 35 6.724
1 FP2 36 8.189
1 FP2 37 10.142
1 FP2 38 11.607
1 FP2 39 11.607
1 FP2 40 9.654
1 FP2 41 6.236
1 FP2 42 3.794
1 FP2 43 3.306
1 FP2 44 5.259
1 FP2 45 7.701
1 FP2 46 9.165
1 FP2 47 8.189
1 FP2 48 6.724
1 FP2 49 4.771
1 FP2 50 4.771
1 FP2 51 5.747
1 FP2 52 6.236
1 FP2 53 5.259
1 FP2 54 1.841
1 FP2 55 -1.577
1 FP2 56 -4.018
1 FP2 57 -4.018
1 FP2 58 -2.065
1 FP2 59 -0.600
1 FP2 60 -0.112
1 FP2 61 -1.088
1 FP2 62 -3.042
1 FP2 63 -4.995
1 FP2 64 -6.460
1 FP2 65 -7.436
1 FP2 66 -8.901
1 FP2 67 -10.854
1 FP2 68 -12.807
1 FP2 69 -13.295
1 FP2 70 -11.342
1 FP2 71 -6.948
1 FP2 72 -1.088
1 FP2 73 4.283
1 FP2 74 6.236
1 FP2 75 4.771
1 FP2 76 1.353
1 FP2 77 -1.577
1 FP2 78 -2.065
1 FP2 79 -0.112
1 FP2 80 2.330
1 FP2 81 3.306
1 FP2 82 1.353
1 FP2 83 -2.065
1 FP2 84 -4.506
1 FP2 85 -4.018
1 FP2 86 -1.088
1 FP2 87 2.818
1 FP2 88 5.259
1 FP2 89 3.794
1 FP2 90 -0.112
1 FP2 91 -2.553
1 FP2 92 -1.577
1 FP2 93 1.353
1 FP2 94 4.771
1 FP2 95 5.259
1 FP2 96 3.306
1 FP2 97 -0.112
1 FP2 98 -1.577
1 FP2 99 -0.112
1 FP2 100 3.306
1 FP2 101 5.259
1 FP2 102 5.259
1 FP2 103 4.283
1 FP2 104 3.306
1 FP2 105 4.283
1 FP2 106 5.747
1 FP2 107 5.747
1 FP2 108 4.771
1 FP2 109 2.330
1 FP2 110 1.841
1 FP2 111 2.818
1 FP2 112 4.771
1 FP2 113 5.747
1 FP2 114 3.794
1 FP2 115 -0.112
1 FP2 116 -3.530
1 FP2 117 -4.995
1 FP2 118 -4.018
1 FP2 119 -1.577
1 FP2 120 -0.112
1 FP2 121 -0.600
1 FP2 122 -1.577
1 FP2 123 -3.042
1 FP2 124 -3.042
1 FP2 125 -1.577
1 FP2 126 0.865
1 FP2 127 2.818
1 FP2 128 3.306
1 FP2 129 2.818
1 FP2 130 0.865
1 FP2 131 0.376
1 FP2 132 0.865
1 FP2 133 2.818
1 FP2 134 4.771
1 FP2 135 5.259
1 FP2 136 3.794
1 FP2 137 0.376
1 FP2 138 -2.065
1 FP2 139 -3.042
1 FP2 140 -1.088
1 FP2 141 2.330
1 FP2 142 5.259
1 FP2 143 5.747
1 FP2 144 3.794
1 FP2 145 2.330
1 FP2 146 1.841
1 FP2 147 3.306
1 FP2 148 6.236
1 FP2 149 7.212
1 FP2 150 6.236
1 FP2 151 3.794
1 FP2 152 0.865
1 FP2 153 -0.112
1 FP2 154 0.865
1 FP2 155 3.306
1 FP2 156 7.212
1 FP2 157 10.142
1 FP2 158 12.583
1 FP2 159 15.513
1 FP2 160 17.955
1 FP2 161 20.396
1 FP2 162 22.837
1 FP2 163 24.790
1 FP2 164 27.232
1 FP2 165 30.162
1 FP2 166 33.580
1 FP2 167 36.021
1 FP2 168 36.997
1 FP2 169 36.021
1 FP2 170 35.044
1 FP2 171 35.533
1 FP2 172 38.462
1 FP2 173 42.369
1 FP2 174 44.322
1 FP2 175 41.880
1 FP2 176 36.021
1 FP2 177 29.673
1 FP2 178 26.744
1 FP2 179 26.255
1 FP2 180 26.744
1 FP2 181 24.790
1 FP2 182 19.908
1 FP2 183 15.025
1 FP2 184 12.583
1 FP2 185 14.537
1 FP2 186 17.955
1 FP2 187 19.419
1 FP2 188 17.955
1 FP2 189 13.560
1 FP2 190 10.630
1 FP2 191 10.630
1 FP2 192 13.072
1 FP2 193 15.025
1 FP2 194 14.537
1 FP2 195 11.607
1 FP2 196 9.165
1 FP2 197 9.165
1 FP2 198 11.119
1 FP2 199 12.583
1 FP2 200 12.095
1 FP2 201 8.677
1 FP2 202 4.771
1 FP2 203 2.818
1 FP2 204 3.794
1 FP2 205 6.236
1 FP2 206 9.654
1 FP2 207 11.607
1 FP2 208 11.119
1 FP2 209 8.677
1 FP2 210 6.236
1 FP2 211 3.306
1 FP2 212 0.865
1 FP2 213 -0.112
1 FP2 214 -0.112
1 FP2 215 -0.112
1 FP2 216 0.376
1 FP2 217 0.376
1 FP2 218 -0.112
1 FP2 219 -0.600
1 FP2 220 -1.088
1 FP2 221 -1.088
1 FP2 222 -1.088
1 FP2 223 0.376
1 FP2 224 1.353
1 FP2 225 2.330
1 FP2 226 1.841
1 FP2 227 0.865
1 FP2 228 -0.600
1 FP2 229 -2.065
1 FP2 230 -2.553
1 FP2 231 -3.530
1 FP2 232 -4.995
1 FP2 233 -7.436
1 FP2 234 -9.878
1 FP2 235 -11.342
1 FP2 236 -10.854
1 FP2 237 -9.389
1 FP2 238 -7.924
1 FP2 239 -6.948
1 FP2 240 -7.924
1 FP2 241 -8.901
