# co2a0000377.rd
# 120 trials, 64 chans, 416 samples 368 post_stim samples
# 3.906000 msecs uV
# S2 nomatch, trial 1
# FP1 chan 0
1 FP1 0 -2.075
1 FP1 1 -0.610
1 FP1 2 0.854
1 FP1 3 1.343
1 FP1 4 1.831
1 FP1 5 1.831
1 FP1 6 1.831
1 FP1 7 2.319
1 FP1 8 1.831
1 FP1 9 0.366
1 FP1 10 -2.075
1 FP1 11 -4.517
1 FP1 12 -5.981
1 FP1 13 -7.446
1 FP1 14 -7.935
1 FP1 15 -7.446
1 FP1 16 -6.470
1 FP1 17 -5.005
1 FP1 18 -4.028
1 FP1 19 -3.052
1 FP1 20 -2.563
1 FP1 21 -3.540
1 FP1 22 -4.517
1 FP1 23 -5.005
1 FP1 24 -4.517
1 FP1 25 -4.517
1 FP1 26 -4.028
1 FP1 27 -5.005
1 FP1 28 -5.981
1 FP1 29 -6.958
1 FP1 30 -7.446
1 FP1 31 -7.446
1 FP1 32 -6.958
1 FP1 33 -6.470
1 FP1 34 -6.958
1 FP1 35 -6.958
1 FP1 36 -6.470
1 FP1 37 -5.005
1 FP1 38 -2.563
1 FP1 39 -0.610
1 FP1 40 0.366
1 FP1 41 1.831
1 FP1 42 2.808
1 FP1 43 5.249
1 FP1 44 7.202
1 FP1 45 8.667
1 FP1 46 8.667
1 FP1 47 8.667
1 FP1 48 7.690
1 FP1 49 8.179
1 FP1 50 7.690
1 FP1 51 6.226
1 FP1 52 2.808
1 FP1 53 -2.075
1 FP1 54 -7.446
1 FP1 55 -11.841
1 FP1 56 -13.794
1 FP1 57 -14.282
1 FP1 58 -14.282
1 FP1 59 -13.306
1 FP1 60 -12.817
1 FP1 61 -12.817
1 FP1 62 -13.306
1 FP1 63 -13.794
1 FP1 64 -13.306
1 FP1 65 -12.329
1 FP1 66 -10.864
1 FP1 67 -9.399
1 FP1 68 -8.423
1 FP1 69 -7.935
1 FP1 70 -7.935
1 FP1 71 -8.423
1 FP1 72 -8.911
1 FP1 73 -10.376
1 FP1 74 -12.329
1 FP1 75 -14.282
1 FP1 76 -15.747
1 FP1 77 -16.235
1 FP1 78 -15.259
1 FP1 79 -14.771
1 FP1 80 -14.771
1 FP1 81 -15.259
1 FP1 82 -15.747
1 FP1 83 -15.747
1 FP1 84 -14.282
1 FP1 85 -13.306
1 FP1 86 -12.329
1 FP1 87 -11.841
1 FP1 88 -12.817
1 FP1 89 -13.306
1 FP1 90 -14.282
1 FP1 91 -15.747
1 FP1 92 -17.212
1 FP1 93 -19.653
1 FP1 94 -21.118
1 FP1 95 -22.583
1 FP1 96 -22.583
1 FP1 97 -22.095
1 FP1 98 -21.606
1 FP1 99 -21.118
1 FP1 100 -20.630
1 FP1 101 -20.630
1 FP1 102 -20.142
1 FP1 103 -20.630
1 FP1 104 -21.606
1 FP1 105 -23.560
1 FP1 106 -25.024
1 FP1 107 -25.513
1 FP1 108 -24.536
1 FP1 109 -22.583
1 FP1 110 -19.653
1 FP1 111 -17.700
1 FP1 112 -17.212
1 FP1 113 -17.700
1 FP1 114 -19.165
1 FP1 115 -20.630
1 FP1 116 -22.583
1 FP1 117 -23.560
1 FP1 118 -24.536
1 FP1 119 -24.048
1 FP1 120 -22.583
1 FP1 121 -22.095
1 FP1 122 -21.606
1 FP1 123 -22.583
1 FP1 124 -23.560
1 FP1 125 -24.048
1 FP1 126 -23.071
1 FP1 127 -21.606
1 FP1 128 -19.653
1 FP1 129 -18.188
1 FP1 130 -18.188
1 FP1 131 -19.165
1 FP1 132 -21.118
1 FP1 133 -22.583
1 FP1 134 -23.560
1 FP1 135 -23.560
1 FP1 136 -22.583
1 FP1 137 -21.118
1 FP1 138 -20.630
1 FP1 139 -20.630
1 FP1 140 -22.095
1 FP1 141 -23.071
1 FP1 142 -23.560
1 FP1 143 -23.071
1 FP1 144 -21.606
1 FP1 145 -19.653
1 FP1 146 -18.188
1 FP1 147 -17.700
1 FP1 148 -17.700
1 FP1 149 -17.700
1 FP1 150 -16.724
1 FP1 151 -15.259
1 FP1 152 -13.794
1 FP1 153 -13.306
1 FP1 154 -14.282
1 FP1 155 -15.747
1 FP1 156 -16.724
1 FP1 157 -15.747
1 FP1 158 -14.282
1 FP1 159 -12.329
1 FP1 160 -11.841
1 FP1 161 -13.794
1 FP1 162 -16.235
1 FP1 163 -18.677
1 FP1 164 -19.165
1 FP1 165 -17.700
1 FP1 166 -16.235
1 FP1 167 -14.771
1 FP1 168 -14.282
1 FP1 169 -14.771
1 FP1 170 -15.259
1 FP1 171 -15.259
1 FP1 172 -15.259
1 FP1 173 -14.282
1 FP1 174 -14.771
1 FP1 175 -15.259
1 FP1 176 -16.235
1 FP1 177 -16.724
1 FP1 178 -16.724
1 FP1 179 -15.747
1 FP1 180 -14.771
1 FP1 181 -13.794
1 FP1 182 -13.306
1 FP1 183 -13.306
1 FP1 184 -13.306
1 FP1 185 -13.794
1 FP1 186 -13.306
1 FP1 187 -11.841
1 FP1 188 -10.376
1 FP1 189 -8.423
1 FP1 190 -7.446
1 FP1 191 -7.935
1 FP1 192 -9.399
1 FP1 193 -10.864
1 FP1 194 -11.353
1 FP1 195 -11.841
1 FP1 196 -11.841
1 FP1 197 -11.841
1 FP1 198 -12.817
1 FP1 199 -12.817
1 FP1 200 -13.306
1 FP1 201 -12.817
1 FP1 202 -12.817
1 FP1 203 -12.817
1 FP1 204 -13.306
1 FP1 205 -12.817
1 FP1 206 -12.817
1 FP1 207 -12.329
1 FP1 208 -12.329
1 FP1 209 -12.329
1 FP1 210 -12.817
1 FP1 211 -13.306
1 FP1 212 -13.794
1 FP1 213 -13.306
1 FP1 214 -12.329
1 FP1 215 -11.353
1 FP1 216 -11.353
1 FP1 217 -11.841
1 FP1 218 -12.817
1 FP1 219 -13.306
1 FP1 220 -13.794
1 FP1 221 -12.329
1 FP1 222 -10.376
1 FP1 223 -8.911
1 FP1 224 -8.911
1 FP1 225 -10.376
1 FP1 226 -12.329
1 FP1 227 -13.306
1 FP1 228 -13.306
1 FP1 229 -11.841
1 FP1 230 -9.399
1 FP1 231 -8.423
1 FP1 232 -7.935
1 FP1 233 -8.423
1 FP1 234 -8.423
1 FP1 235 -7.935
1 FP1 236 -7.446
1 FP1 237 -7.935
1 FP1 238 -9.399
1 FP1 239 -11.841
1 FP1 240 -13.306
1 FP1 241 -13.306
1 FP1 242 -12.329
1 FP1 243 -10.864
1 FP1 244 -10.864
1 FP1 245 -11.353
1 FP1 246 -11.841
1 FP1 247 -12.329
1 FP1 248 -11.841
1 FP1 249 -11.841
1 FP1 250 -13.306
1 FP1 251 -15.747
1 FP1 252 -18.677
1 FP1 253 -20.630
1 FP1 254 -20.142
1 FP1 255 -19.165
# FP2 chan 1
1 FP2 0 -2.584
1 FP2 1 -1.607
1 FP2 2 -0.142
1 FP2 3 0.346
1 FP2 4 0.346
1 FP2 5 0.346
1 FP2 6 0.834
1 FP2 7 2.299
1 FP2 8 2.299
1 FP2 9 1.811
1 FP2 10 -0.631
1 FP2 11 -3.072
1 FP2 12 -5.025
1 FP2 13 -5.514
1 FP2 14 -5.025
1 FP2 15 -4.049
1 FP2 16 -3.560
1 FP2 17 -3.072
1 FP2 18 -2.096
1 FP2 19 -1.119
1 FP2 20 -0.631
1 FP2 21 -0.631
1 FP2 22 -2.096
1 FP2 23 -3.560
1 FP2 24 -4.049
1 FP2 25 -3.560
1 FP2 26 -2.584
1 FP2 27 -2.584
1 FP2 28 -4.049
1 FP2 29 -5.514
1 FP2 30 -6.490
1 FP2 31 -6.978
1 FP2 32 -6.002
1 FP2 33 -5.514
1 FP2 34 -5.025
1 FP2 35 -5.025
1 FP2 36 -4.049
1 FP2 37 -2.584
1 FP2 38 -1.119
1 FP2 39 -0.142
1 FP2 40 0.346
1 FP2 41 0.834
1 FP2 42 2.787
1 FP2 43 5.229
1 FP2 44 7.670
1 FP2 45 9.135
1 FP2 46 9.135
1 FP2 47 8.158
1 FP2 48 7.670
1 FP2 49 7.182
1 FP2 50 6.694
1 FP2 51 4.740
1 FP2 52 0.834
1 FP2 53 -4.049
1 FP2 54 -8.931
1 FP2 55 -11.861
1 FP2 56 -13.326
1 FP2 57 -13.814
1 FP2 58 -14.303
1 FP2 59 -15.279
1 FP2 60 -15.767
1 FP2 61 -16.256
1 FP2 62 -15.767
1 FP2 63 -14.791
1 FP2 64 -13.326
1 FP2 65 -12.349
1 FP2 66 -11.373
1 FP2 67 -10.396
1 FP2 68 -10.396
1 FP2 69 -10.885
1 FP2 70 -11.373
